18.000000 21.000000 12.000000 6.000000 2.000000 3.000000
9.250000 96.880000 446.520000 84.250000 0.000000 4.000000
24.160000 261.050000 201.400000 196.000000 0.870000 3.000000
170.000000 300.000000 580.000000 44.000000 8.900000 4.000000
72.000000 442.000000 461.000000 221.000000 0.700000 3.000000
1308.000000 125.000000 6.000000 112.000000 0.000000 6.000000
32.400000 5.500000 12.600000 1.400000 13.200000 7.000000
68.000000 8.000000 8.000000 3.000000 11.000000 6.000000
19.000000 10.000000 9.500000 7.900000 8.500000 6.000000
45.000000 168.000000 330.000000 82.000000 3.100000 4.000000
50.110000 15.970000 45.370000 4.660000 12.300000 7.000000
345.000000 112.300000 51.500000 27.500000 58.580000 7.000000
336.000000 419.000000 1074.000000 105.000000 21.000000 4.000000
6.900000 80.600000 351.000000 47.400000 4.900000 4.000000
18.000000 21.000000 12.000000 6.000000 2.000000 3.000000
112.000000 93.300000 123.600000 132.000000 0.500000 1.000000
143.000000 305.000000 721.000000 78.000000 2.000000 4.000000
7.800000 111.000000 701.000000 129.000000 2.800000 4.000000
23.000000 61.000000 153.000000 14.000000 4.400000 3.000000
166.600000 28.700000 12.400000 6.720000 0.700000 3.000000
14.670000 3.680000 2.710000 10.540000 0.200000 1.000000
12.000000 12.000000 12.000000 12.000000 12.000000 3.000000
11.000000 31.000000 52.000000 26.000000 0.000000 3.000000
4683.000000 148.000000 1364.000000 44.700000 12078.000000 7.000000
345.000000 112.300000 51.500000 27.500000 58.800000 6.000000
345.000000 112.250000 51.500000 27.500000 345.000000 6.000000
6.170000 116.060000 488.860000 92.570000 0.000000 4.000000
18.000000 135.000000 208.000000 59.000000 0.000000 4.000000
29.000000 7.520000 14.800000 5.500000 5.400000 7.000000
44.300000 17.300000 23.300000 3.600000 10.400000 7.000000
181.000000 316.000000 593.000000 115.000000 2.000000 4.000000
49.100000 12.200000 3.900000 0.300000 4.800000 6.000000
121.000000 14.000000 29.000000 3.000000 74.000000 7.000000
60.000000 40.000000 110.000000 9.900000 70.000000 7.000000
279.000000 487.000000 708.000000 109.000000 4.400000 4.000000
16.990000 185.090000 699.200000 125.140000 0.000000 4.000000
32.200000 5.500000 12.600000 1.400000 13.200000 6.000000
44.600000 63.200000 129.000000 20.100000 0.660000 4.000000
74.800000 482.000000 1409.000000 297.000000 7.500000 4.000000
15.910000 191.460000 734.870000 132.100000 0.000000 4.000000
9.000000 16.700000 85.300000 9.900000 3.400000 3.000000
181.000000 262.000000 528.000000 210.000000 0.000000 3.000000
14.670000 3.680000 2.710000 10.540000 0.200000 1.000000
160.000000 130.000000 96.000000 33.000000 0.000000 2.000000
17.040000 192.370000 733.630000 132.090000 0.000000 4.000000
217.500000 40.000000 51.800000 4.900000 67.500000 7.000000
82.000000 161.000000 406.000000 79.000000 8.900000 4.000000
345.000000 112.250000 51.500000 27.500000 58.750000 6.000000
207.000000 416.000000 1345.000000 347.000000 20.000000 4.000000
29.900000 34.600000 70.000000 5.600000 1.200000 3.000000
10.480000 148.490000 576.660000 105.450000 0.000000 4.000000
21.000000 7.600000 96.300000 4.700000 26.730000 7.000000
334.000000 39.900000 5.400000 47.800000 247.600000 7.000000
65.000000 26.100000 41.600000 10.100000 57.800000 7.000000
4.320000 193.000000 125.000000 118.000000 0.000000 3.000000
49.000000 41.600000 124.000000 25.100000 15.700000 7.000000
236.000000 410.200000 817.300000 159.000000 3.500000 4.000000
207.060000 21.080000 67.340000 4.280000 141.930000 7.000000
24.200000 3.200000 16.600000 3.700000 101.000000 6.000000
64.000000 22.000000 51.700000 20.700000 95.100000 7.000000
120.000000 120.000000 84.000000 33.000000 0.600000 2.000000
35.200000 2.600000 5.300000 1.900000 18.300000 6.000000
6709.000000 10500.000000 17700.000000 1400.000000 750.000000 4.000000
69.000000 212.000000 692.000000 135.000000 3.900000 4.000000
2054.000000 370.000000 535.000000 26.000000 805.000000 7.000000
56.000000 78.000000 173.000000 18.000000 0.000000 2.000000
7.500000 5.700000 2.600000 3.400000 3.200000 1.000000
63.000000 0.290000 3.640000 0.590000 16.800000 6.000000
730.000000 750.000000 1300.000000 190.000000 7.000000 7.000000
30.000000 7.400000 1.800000 8.500000 19.000000 6.000000
46.100000 21.500000 15.800000 61.500000 1.200000 1.000000
12.000000 290.000000 355.000000 144.000000 0.000000 3.000000
45.000000 15.000000 19.000000 1.000000 18.000000 6.000000
23.000000 23.000000 23.000000 23.000000 23.000000 5.000000
158.000000 71.000000 146.000000 1.300000 685.000000 7.000000
3.510000 61.000000 98.030000 45.210000 0.010000 3.000000
26788.000000 18342.000000 27.000000 2111.000000 0.000000 5.000000
54.000000 7.000000 8.600000 7.400000 5.400000 6.000000
36.000000 30.000000 93.000000 10.000000 7.100000 4.000000
100.000000 94.000000 304.000000 22.000000 118.000000 7.000000
21.000000 21.000000 21.000000 12.000000 21.000000 1.000000
18.000000 20.000000 12.000000 6.000000 2.000000 5.000000
15.000000 12.000000 3.200000 5.300000 0.200000 1.000000
21.000000 21.000000 21.000000 21.000000 21.000000 1.000000
80.000000 243.000000 1348.000000 274.000000 8.400000 4.000000
225.500000 17.600000 3.000000 8.400000 0.000000 5.000000
179.000000 413.000000 544.000000 27.000000 473.000000 7.000000
57.000000 77.000000 21.000000 19.000000 0.000000 2.000000
50.000000 90.000000 260.000000 18.000000 5.900000 4.000000
83.000000 35.000000 86.000000 4.900000 5.100000 3.000000
81.000000 130.000000 230.000000 74.000000 2.900000 4.000000
120.000000 120.000000 84.000000 33.000000 0.550000 2.000000
6.300000 7.870000 3.030000 6.970000 11.100000 7.000000
90.000000 160.000000 330.000000 54.000000 29.000000 4.000000
4430.000000 941.000000 2475.000000 76.000000 55585.000000 7.000000
170.000000 330.000000 430.000000 77.000000 13.000000 4.000000
4072.000000 15850.000000 22621.000000 9057.000000 535.000000 3.000000
1565.000000 93.000000 47.000000 34.000000 0.000000 5.000000
5.400000 13.700000 11.600000 4.200000 0.000000 1.000000
160.000000 130.000000 96.000000 33.000000 0.000000 3.000000
437.000000 27.200000 34.900000 22.500000 30.200000 7.000000
246.000000 432.000000 674.000000 141.000000 7.200000 4.000000
56.400000 42.700000 1413.000000 167.000000 17.100000 4.000000
300.440000 42.140000 43.180000 3.250000 64.710000 7.000000
42.000000 97.000000 600.000000 157.000000 0.000000 4.000000
35.100000 6.000000 93.000000 16.100000 1.100000 4.000000
51.100000 7.100000 5.900000 1.700000 9.200000 6.000000
155.000000 581.000000 293.000000 215.000000 142.000000 4.000000
477.000000 566.000000 239.000000 734.000000 116.000000 4.000000
117.000000 5.800000 15.900000 7.000000 12.800000 7.000000
4683.000000 148.000000 44.700000 1364.000000 12078.000000 7.000000
52.500000 32.900000 9.730000 79.300000 9.800000 6.000000
421.000000 135.000000 27.700000 351.000000 374.000000 7.000000
56.400000 42.700000 167.000000 1413.000000 17.100000 4.000000
74.800000 482.000000 297.000000 1409.000000 7.500000 4.000000
6.000000 0.500000 0.290000 1.870000 7.420000 6.000000
63.000000 0.290000 0.590000 3.640000 16.800000 6.000000
22.500000 8.500000 1.200000 7.300000 8.400000 6.000000
31.000000 6.600000 4.700000 19.000000 67.000000 6.000000
32.200000 5.500000 1.400000 12.600000 13.200000 6.000000
3.300000 1.100000 0.900000 3.100000 3.300000 6.000000
45.000000 15.000000 1.000000 19.000000 18.000000 6.000000
71.600000 20.200000 2.700000 34.600000 44.200000 7.000000
72.000000 116.000000 36.000000 70.000000 19.000000 7.000000
7.800000 111.000000 129.000000 701.000000 2.800000 4.000000
58.000000 103.000000 51.000000 251.000000 6.000000 4.000000
316.000000 36.100000 37.300000 109.000000 440.000000 6.000000
49.000000 41.600000 25.100000 124.000000 15.700000 7.000000
21.000000 7.600000 4.700000 96.300000 26.730000 7.000000
65.000000 26.100000 10.100000 41.600000 57.800000 7.000000
64.000000 22.000000 20.700000 51.700000 95.100000 7.000000
150.000000 80.000000 235.000000 105.000000 35.000000 7.000000
80.000000 243.000000 274.000000 1348.000000 8.400000 4.000000
158.000000 71.000000 1.300000 146.000000 685.000000 7.000000
24.200000 3.200000 3.700000 16.600000 101.000000 6.000000
35.200000 2.600000 1.900000 5.300000 18.300000 6.000000
294.000000 27.400000 5.600000 52.600000 338.000000 7.000000
437.000000 27.200000 22.500000 34.900000 30.200000 7.000000
2054.000000 370.000000 26.000000 535.000000 805.000000 7.000000
136.000000 140.000000 59.000000 582.000000 140.000000 7.000000
4430.000000 941.000000 76.000000 2475.000000 55585.000000 7.000000
179.000000 413.000000 27.000000 544.000000 473.000000 7.000000
143.000000 305.000000 78.000000 721.000000 2.000000 4.000000
170.000000 300.000000 44.000000 580.000000 8.900000 4.000000
180.000000 340.000000 52.000000 6303.000000 10.000000 4.000000
17.000000 21.000000 11.000000 145.000000 4.100000 4.000000
